raw_row_number,date,time,location,lat,lng,district,precinct,type,disposition,arrest_made,citation_issued,warning_issued,outcome
298117,2012-11-30,00:30:35,E COLFAX AVE / N CLARKSON ST,39.740007,-104.97764,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
298126,2012-11-01,03:08:47,E COLFAX AVE / N CLARKSON ST,39.740007,-104.97764,6,621,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
298127,2012-11-13,21:20:58,E COLFAX AVE / N CLARKSON ST,39.740007,-104.97764,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
298138,2012-11-13,01:41:19,E COLFAX AVE / N CLARKSON ST,39.740007,-104.97764,6,621,pedestrian,T - Citation Issued,FALSE,TRUE,FALSE,citation
298140,2012-11-14,04:17:50,800 E COLFAX AVE,39.740007,-104.97764,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
298225,2012-11-18,00:48:54,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
298246,2012-11-26,23:35:49,N SPEER BLVD / W COLFAX AVE,39.740023,-104.998014,6,611,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
298250,2012-11-24,10:13:36,W COLFAX AVE / N SPEER BLVD,39.740023,-104.998014,6,611,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
298284,2012-11-30,19:24:34,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
298351,2012-11-25,23:00:15,600 E COLFAX AVE,39.740022,-104.979911,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
298390,2012-11-21,22:19:58,E COLFAX AVE / N LOGAN ST,39.740026,-104.982327,6,621,pedestrian,T - Citation Issued,FALSE,TRUE,FALSE,citation
298398,2012-11-27,22:53:25,1500 N LOGAN ST,39.740026,-104.982327,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
298568,2012-11-20,23:56:58,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
298738,2012-11-22,13:13:59,E COLFAX AVE / N CLARKSON ST,39.740007,-104.97764,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
298899,2012-11-17,04:09:57,500 E COLFAX AVE,39.740027,-104.981102,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
298935,2012-11-05,19:05:17,400 E COLFAX AVE,39.740026,-104.982327,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
299006,2012-11-08,02:03:59,E COLFAX AVE / N WASHINGTON ST,39.740017,-104.978743,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
299296,2012-11-23,20:05:45,N CLARKSON ST / E COLFAX AVE,39.740007,-104.97764,6,621,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
299404,2012-11-29,03:17:55,W COLFAX AVE / N SPEER BLVD,39.740023,-104.998791,1,123,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
299409,2012-11-13,12:11:32,N SPEER BLVD / W COLFAX AVE,39.740023,-104.998791,1,123,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
299562,2012-11-28,22:28:21,E COLFAX AVE / N LOGAN ST,39.740026,-104.982327,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
299816,2012-11-29,05:31:43,1500-BLK N PEARL ST,39.740022,-104.979911,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
299832,2012-11-17,21:18:45,E COLFAX AVE / N LOGAN ST,39.740026,-104.982327,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
299833,2012-11-09,17:25:26,1500-BLK-GRANT N LOGAN ST,39.740026,-104.982327,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
299878,2012-11-14,00:46:09,E COLFAX AVE / N WASHINGTON ST,39.740017,-104.978743,6,621,pedestrian,UTL / Unfounded / Unsuccessful,FALSE,FALSE,FALSE,NA
299903,2012-11-14,13:33:47,W COLFAX AVE / N ELIOT ST,39.739945,-105.022685,1,122,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
299944,2012-11-28,00:49:17,857 E COLFAX AVE,39.740006,-104.976864,6,621,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
300004,2012-11-23,11:35:53,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,vehicular,In Service,FALSE,FALSE,FALSE,NA
300065,2012-11-26,02:37:23,W COLFAX AVE / N LIPAN ST,39.740098,-105.00157,1,123,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
300082,2012-11-18,23:09:17,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,pedestrian,L - Clearance,FALSE,FALSE,FALSE,NA
300548,2012-11-21,02:14:57,735 E COLFAX AVE,39.740013,-104.978363,6,621,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
300600,2012-11-10,00:02:13,740 W COLFAX AVE,39.740046,-104.997127,6,611,vehicular,In Service,FALSE,FALSE,FALSE,NA
300808,2012-11-12,20:38:52,1200 GLENARM PL,39.740084,-104.995273,6,611,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
300844,2012-11-01,01:41:57,900 E COLFAX AVE,39.740006,-104.976476,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
300861,2012-11-24,01:15:12,N KALAMATH ST / W COLFAX AVE,39.740013,-105.000153,1,123,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
300918,2012-11-23,03:26:21,500 E COLFAX AVE,39.740027,-104.981102,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
300919,2012-11-15,19:11:29,E COLFAX AVE / N PENNSYLVANIA ST,39.740027,-104.981102,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
300986,2012-11-27,21:21:20,E COLFAX AVE / N PEARL ST,39.740022,-104.979911,6,621,pedestrian,Warning Issued,FALSE,FALSE,TRUE,warning
301048,2012-11-02,13:18:14,E COLFAX AVE / N PEARL ST,39.740022,-104.979911,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
301161,2012-11-19,22:09:02,1500-BLK N DOWNING ST,39.74003,-104.973412,6,621,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
301163,2012-11-21,14:06:20,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
301253,2012-11-19,03:38:01,E COLFAX AVE / N FRANKLIN ST,39.740011,-104.968462,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
301267,2012-11-20,13:32:12,PARK AVE / E COLFAX AVE,39.740011,-104.968462,6,622,pedestrian,GOA,FALSE,FALSE,FALSE,NA
301313,2012-11-20,02:46:07,E COLFAX AVE / N HUMBOLDT ST,39.740027,-104.969688,6,622,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
301414,2012-11-23,14:05:44,N LOWELL BLVD / W COLFAX AVE,39.740335,-105.0346,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
301476,2012-11-14,22:11:42,W COLFAX AVE / N MEADE ST,39.74034,-105.03582,1,121,pedestrian,In Service,FALSE,FALSE,FALSE,NA
301562,2012-11-09,10:25:38,W COLFAX AVE / N IRVING ST,39.74033,-105.02986,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
301961,2012-11-19,00:53:33,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
301973,2012-11-13,13:33:36,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,vehicular,File Only,FALSE,FALSE,FALSE,NA
302047,2012-11-19,10:58:55,W COLFAX AVE / N JULIAN ST,39.740324,-105.031116,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
302098,2012-11-23,01:04:52,W COLFAX AVE / N KNOX CT,39.740336,-105.032276,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
302175,2012-11-20,13:51:05,3417 W COLFAX AVE,39.740339,-105.031773,1,121,vehicular,Vehicle Towed,FALSE,FALSE,FALSE,NA
302225,2012-11-27,18:40:48,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
302294,2012-11-29,03:19:58,1500 N PERRY ST,39.740343,-105.039326,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
302307,2012-11-10,00:25:29,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
302392,2012-11-29,03:26:49,1500-BLK N SPEER BLVD,39.740179,-104.998126,6,611,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
302396,2012-11-20,11:47:25,1500 N SPEER BLVD,39.740179,-104.998126,6,611,vehicular,X - Exchanged Info,FALSE,FALSE,FALSE,NA
302420,2012-11-07,03:10:02,4400-BLK W COLFAX AVE,39.740343,-105.044016,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
302448,2012-11-04,22:39:47,1500 N PERRY ST,39.740343,-105.039326,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
302465,2012-11-12,01:35:55,W COLFAX AVE / N NEWTON ST,39.740344,-105.036984,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
302689,2012-11-02,04:04:51,N IRVING ST / W COLFAX AVE,39.74033,-105.02986,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
302713,2012-11-09,10:05:20,W COLFAX AVE / N IRVING ST,39.74033,-105.02986,1,121,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
302716,2012-11-04,12:14:48,1500 N IRVING ST,39.74033,-105.02986,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
302721,2012-11-08,07:44:08,W COLFAX AVE / N IRVING ST,39.74033,-105.02986,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
303148,2012-11-03,04:19:12,W COLFAX AVE / N JULIAN ST,39.740324,-105.031116,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
303627,2012-11-28,02:16:37,W COLFAX AVE / N KING ST,39.740334,-105.033422,1,121,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
304055,2012-11-16,01:50:06,W COLFAX AVE / N KING ST,39.740334,-105.033422,1,121,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
304331,2012-11-06,17:43:29,W COLFAX AVE / N STUART ST,39.740346,-105.042838,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
304822,2012-11-16,23:01:00,1500-BLK N IRVING ST,39.74033,-105.02986,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
305100,2012-11-03,18:33:30,W COLFAX AVE / N UTICA ST,39.740355,-105.045179,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
305188,2012-11-22,00:46:32,N STUART ST / W COLFAX AVE,39.740346,-105.042838,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
305368,2012-11-26,01:30:14,3200-BLK W COLFAX AVE,39.74029,-105.028278,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
305571,2012-11-14,01:11:11,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
305959,2012-11-27,17:28:26,W COLFAX AVE / N QUITMAN ST,39.740344,-105.040485,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
306077,2012-11-30,13:18:49,1150 E COLFAX AVE,39.740034,-104.972642,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
306089,2012-11-28,23:56:20,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
306205,2012-11-12,22:52:13,E COLFAX AVE / N GILPIN ST,39.740013,-104.967232,6,622,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
306414,2012-11-04,14:45:20,1500-BLK N MEADE ST,39.74034,-105.03582,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
306778,2012-11-24,23:21:06,1800 E COLFAX AVE,39.740006,-104.96599,6,622,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
306914,2012-11-06,14:43:49,N VRAIN ST / W COLFAX AVE,39.740352,-105.046344,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
306915,2012-11-16,18:13:06,1500-BLK N VRAIN ST,39.740352,-105.046344,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
306919,2012-11-17,20:01:54,N VRAIN ST / W COLFAX AVE,39.740352,-105.046344,1,121,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
306989,2012-11-24,19:48:40,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
307008,2012-11-15,11:12:38,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
307011,2012-11-30,23:19:11,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
307013,2012-11-01,19:44:15,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
307284,2012-11-04,15:11:23,1500-BLK N PERRY ST,39.740343,-105.039326,1,121,vehicular,Report Made,FALSE,FALSE,FALSE,NA
307326,2012-11-17,20:25:24,E COLFAX AVE / N LAFAYETTE ST,39.740027,-104.970728,6,622,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
307988,2012-11-11,01:23:39,N FRANKLIN ST / E COLFAX AVE,39.740011,-104.968462,6,622,vehicular,In Service,FALSE,FALSE,FALSE,NA
308166,2012-11-23,21:17:32,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,vehicular,In Service,FALSE,FALSE,FALSE,NA
308176,2012-11-02,11:59:18,N DOWNING ST / E COLFAX AVE,39.74003,-104.973412,6,621,vehicular,In Service,FALSE,FALSE,FALSE,NA
308184,2012-11-17,23:35:46,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
308216,2012-11-27,01:17:38,E COLFAX AVE / N LAFAYETTE ST,39.740027,-104.970728,6,622,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
308760,2012-11-29,15:36:45,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
308777,2012-11-15,11:01:22,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
309319,2012-11-03,22:42:26,1895 E COLFAX AVE,39.74,-104.964815,6,622,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
309338,2012-11-09,23:57:10,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
309342,2012-11-10,00:04:43,1500-BLK N DOWNING ST,39.74003,-104.973412,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
309478,2012-11-09,14:50:40,E COLFAX AVE / N GILPIN ST,39.740013,-104.967232,6,622,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
309517,2012-11-18,00:58:54,4200 W COLFAX AVE,39.740345,-105.041659,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
309583,2012-11-19,04:05:41,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,pedestrian,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
309673,2012-11-27,23:15:39,E COLFAX AVE / N YORK ST,39.739989,-104.959782,6,622,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
309869,2012-11-13,12:25:38,1500-BLK N VRAIN ST,39.740352,-105.046344,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
309909,2012-11-18,12:12:49,1895 E COLFAX AVE,39.74,-104.964815,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
309963,2012-11-13,11:14:15,1500-BLK N ZENOBIA ST,39.740357,-105.052073,1,121,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
310019,2012-11-16,00:09:38,N WILLIAMS ST / E COLFAX AVE,39.740006,-104.96599,6,622,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
310065,2012-11-29,14:08:40,1700-BLK E COLFAX AVE,39.740013,-104.967232,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
310171,2012-11-24,22:42:18,W COLFAX AVE / N FEDERAL BLVD,39.740363,-105.02522,1,121,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
310183,2012-11-13,18:03:50,4000-BLK W COLFAX AVE,39.740343,-105.039326,1,121,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
310185,2012-11-26,14:36:11,W COLFAX AVE / N PERRY ST,39.740343,-105.039326,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
310374,2012-11-13,12:29:05,3417 W COLFAX AVE,39.740339,-105.031773,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
310517,2012-11-12,20:08:04,1500-BLK N DOWNING ST,39.74003,-104.973412,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
310518,2012-11-14,20:58:13,N DOWNING ST / E COLFAX AVE,39.74003,-104.973412,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
310563,2012-11-27,04:53:39,E COLFAX AVE / N LAFAYETTE ST,39.740027,-104.970728,6,622,pedestrian,L - Clearance,FALSE,FALSE,FALSE,NA
310641,2012-11-27,01:20:41,E COLFAX AVE / N GILPIN ST,39.740013,-104.967232,6,622,vehicular,In Service,FALSE,FALSE,FALSE,NA
310814,2012-11-04,02:10:32,W COLFAX AVE / N MEADE ST,39.74034,-105.03582,1,121,pedestrian,In Service,FALSE,FALSE,FALSE,NA
310976,2012-11-18,23:04:56,1500 N RALEIGH ST,39.740345,-105.041659,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
311018,2012-11-20,00:35:19,E COLFAX AVE / N RACE ST,39.739994,-104.963466,6,622,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
311041,2012-11-29,15:47:28,E COLFAX AVE / N RACE ST,39.739994,-104.963466,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
311115,2012-11-19,22:52:20,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
311116,2012-11-05,17:44:56,1500-Williams N HIGH ST,39.74,-104.964766,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
311123,2012-11-03,23:07:51,E COLFAX AVE / N RACE ST,39.739994,-104.963466,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
311148,2012-11-12,22:40:41,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
311278,2012-11-26,21:51:04,E COLFAX AVE / N WILLIAMS ST,39.740006,-104.96599,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
311323,2012-11-27,13:34:09,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
311376,2012-11-23,15:09:19,E COLFAX AVE / N HIGH ST,39.74,-104.964766,6,622,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
311396,2012-11-28,20:37:44,1500 N LAFAYETTE ST,39.740027,-104.970728,6,622,vehicular,In Service,FALSE,FALSE,FALSE,NA
311444,2012-11-02,14:37:07,1801 E COLFAX AVE,39.740006,-104.96599,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
311494,2012-11-15,11:04:10,E COLFAX AVE / N WILLIAMS ST,39.740006,-104.96599,6,622,vehicular,In Service,FALSE,FALSE,FALSE,NA
311497,2012-11-30,02:42:19,1500-BLK N WILLIAMS ST,39.740006,-104.96599,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
311563,2012-11-17,09:07:28,1500 E COLFAX AVE,39.740027,-104.969688,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
311614,2012-11-10,09:45:48,E COLFAX AVE / N HUMBOLDT ST,39.740027,-104.969688,6,622,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
311656,2012-11-04,22:20:50,E COLFAX AVE / N GILPIN ST,39.740013,-104.967232,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
311775,2012-11-13,19:56:47,N WOLFF ST / W COLFAX AVE,39.740358,-105.048668,1,121,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
311874,2012-11-25,22:24:37,W COLFAX AVE / N VRAIN ST,39.740352,-105.046344,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
312006,2012-11-02,11:59:41,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
312026,2012-11-15,00:34:29,N VRAIN ST / W COLFAX AVE,39.740352,-105.046344,1,121,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
312322,2012-11-23,22:24:54,W COLFAX AVE / N WOLFF ST,39.740358,-105.048668,1,121,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
312399,2012-11-02,23:11:12,W COLFAX AVE / N YATES ST,39.740352,-105.050923,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
312468,2012-11-17,22:17:32,E COLFAX AVE / N DOWNING ST,39.74003,-104.973412,6,621,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
312469,2012-11-12,21:14:17,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
312470,2012-11-21,10:07:49,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
312487,2012-11-29,23:53:59,1500 N SHERIDAN BLVD,39.740361,-105.053206,None,None,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
312513,2012-11-19,02:45:05,1500 N MARION ST,39.740027,-104.972137,6,622,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
312607,2012-11-16,19:36:32,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,pedestrian,In Service,FALSE,FALSE,FALSE,NA
312615,2012-11-17,19:14:46,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
312714,2012-11-27,00:47:12,1600 E COLFAX AVE,39.740011,-104.968462,6,622,pedestrian,Detox Van,FALSE,FALSE,FALSE,NA
312742,2012-11-16,21:11:37,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,pedestrian,In Service,FALSE,FALSE,FALSE,NA
312743,2012-11-28,18:34:54,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
312766,2012-11-09,02:09:48,PARK AVE / E COLFAX AVE,39.740011,-104.968462,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
312792,2012-11-05,23:48:23,1500 N VRAIN ST,39.740352,-105.046344,1,121,vehicular,In Service,FALSE,FALSE,FALSE,NA
312804,2012-11-12,20:27:13,W COLFAX AVE / N VRAIN ST,39.740352,-105.046344,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
312805,2012-11-13,19:29:16,W COLFAX AVE / N VRAIN ST,39.740352,-105.046344,1,121,pedestrian,Arrest Made,TRUE,FALSE,FALSE,arrest
312936,2012-11-29,17:28:19,W COLFAX AVE / N SHERIDAN BLVD,39.740361,-105.053206,None,None,vehicular,Party Advised,FALSE,FALSE,FALSE,NA
313411,2012-11-21,02:47:23,N FRANKLIN ST / E COLFAX AVE,39.740011,-104.968462,6,622,pedestrian,K - Street Check Completed,FALSE,FALSE,FALSE,NA
313819,2012-11-18,22:01:21,E COLFAX AVE / N KRAMERIA ST,39.740147,-104.916323,2,222,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
313974,2012-11-09,14:47:54,E COLFAX AVE / N QUINCE ST,39.740155,-104.902319,2,223,vehicular,K - Street Check Completed,FALSE,FALSE,FALSE,NA
314030,2012-11-13,23:48:29,1600 N LINCOLN ST,39.741679,-104.986116,6,621,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
314125,2012-11-17,23:40:58,E 16TH AVE / N MARION ST,39.74164,-104.972156,6,622,vehicular,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
314327,2012-11-24,13:14:00,PARK AVE / N HUMBOLDT ST,39.740919,-104.969711,6,622,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
314364,2012-11-24,23:04:00,1600 N EMERSON ST,39.741658,-104.976167,6,621,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
314368,2012-11-19,23:08:35,E 16TH AVE / N EMERSON ST,39.741658,-104.976167,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
314377,2012-11-17,03:24:06,1600 N EMERSON ST,39.741658,-104.976167,6,621,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
314416,2012-11-05,22:04:54,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,pedestrian,Party Advised,FALSE,FALSE,FALSE,NA
314475,2012-11-26,11:03:58,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,pedestrian,File Only,FALSE,FALSE,FALSE,NA
314488,2012-11-26,07:39:36,N LOWELL BLVD / W CONEJOS PL,39.741526,-105.034597,1,121,vehicular,Warning Issued,FALSE,FALSE,TRUE,warning
314604,2012-11-05,11:00:29,14TH ST / COURT PL,39.740638,-104.991116,6,611,vehicular,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
314751,2012-11-06,12:50:52,PARK AVE / N HUMBOLDT ST,39.740919,-104.969711,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
314856,2012-11-13,15:30:49,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
314920,2012-11-04,03:33:56,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,vehicular,In Service,FALSE,FALSE,FALSE,NA
314964,2012-11-15,22:46:55,1515 N QUEBEC ST,39.740337,-104.903455,2,223,vehicular,T - Citation Issued,FALSE,TRUE,FALSE,citation
314993,2012-11-13,17:16:00,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
315039,2012-11-20,23:28:15,E COLFAX AVE / N PONTIAC ST,39.740154,-104.905797,2,223,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
315252,2012-11-14,11:25:05,1600 N MARION ST,39.74164,-104.972156,6,622,pedestrian,In Service,FALSE,FALSE,FALSE,NA
315286,2012-11-08,07:18:16,1566 N WASHINGTON ST,39.741114,-104.978738,6,621,pedestrian,In Service,FALSE,FALSE,FALSE,NA
315446,2012-11-01,04:19:51,1565 N COLORADO BLVD,39.740963,-104.94066,2,213,pedestrian,Back Up / Cover Car,FALSE,FALSE,FALSE,NA
315867,2012-11-08,14:34:20,N IRVING ST / W CONEJOS PL,39.741526,-105.029943,1,121,vehicular,Arrest Made,TRUE,FALSE,FALSE,arrest
